company_name,scraped_data
ECU Health,"CVS Health Mission, Vision & ValuesCVS Health Mission Statement From eliminating tobacco products from our retail locations to offering generic Epi Pen® alternatives – we’re passionate about taking bold steps to deliver quality, affordable health care to millions of people. When you join our team, you’ll be at the center of it all. Choose from a variety of positions across our enterprise, all while helping redefine the future of health care.   
"
We work hard to develop a diverse workforce and provide a workplace that empowers all of our more than 250,000 thousand colleagues
National Car Rental,"National Car Rental Mission, Vision & Values National Car Rental Mission Statement We look forward to introducing customers to new technologies and features that not only enhance the driving experience, but also the entire transportation ecosystem National Car Rental Vision Statement We'll continue to adopt technology solutions that make renting cars easier and seamless for our customers National Car Rental Values Fast Convenient Customers satisfaction Excellence National Car Rental Mission, Vision & Values"
NONE,null
Cumulus Media,"Cumulus Media Mission, Vision & Values Cumulus Media Mission & Values Radio entertains, informs, inspires, and connects consumers to their community, local personalities, and to each other, with live and local programing.Cumulus Media Mission, Vision & Values"
The Guitar Center Company,null
IES Abroad,null
Mood Media,"Mood Media Mission, Vision & Values Mood Media Mission & Values Mood Media is the world’s leading in-store media solutions company dedicated to elevating the Customer Experience. We create greater emotional connections between brands and consumers through the right combination of sight, sound, scent, social mobile and systems solutions. We reach more than 150 million consumers each day through more than 500,000 subscriber locations in 100+ countries around the globe.Mood Media Mission, Vision & Values"
Bureau of Labor Statistics,"Bureau of Labor Statistics Mission, Vision & Values Bureau of Labor Statistics Mission & Values Mission Statement. The Bureau of Labor Statistics (BLS) of the U.S. Department of Labor is the principal Federal agency responsible for measuring labor market activity, working conditions, and price changes in the economy.Apr 13, 2010 Bureau of Labor Statistics Mission, Vision & Values"
Immaculata University,null
Cox Health Systems,null
Fox Corporation,null
Volvo Trucks North America,null
South Florida Water Management District,null
Sharecare,"Sharecare Mission, Vision & Values Sharecare Mission & Values Our Mission. Sharecare Health Data Services succeeds by developing quality people, processes and technology as we serve our team, our clients, our community and our world with the principles of Servant Leadership.Sharecare Mission, Vision & Values"
Kennewick School District,null
Grace Church,null
Owensboro Health,null
US Government,"Deloitte (US) Mission, Vision & Values Deloitte (US) Mission Statement We play a critical role in helping both the capital markets and our member firm clients operate more effectively. We consider this role a privilege, and we know it requires constant vigilance and unrelenting commitment.Deloitte (US) Vision Statement Our vision and strategy, developed in collaboration with leadership and member firm partners from around the world, focuses on working together As One across geographic, functional, and business borders to deliver excellence in all of the services provided by the member firms. Our vision is unchanging: We aspire to be the Standard of Excellence, the first choice of the most sought-after clients and talent.Deloitte (US) Values Integrity Outstanding value to markets & clients Commitment to each other Strength from cultural diversity Deloitte (US) Mission, Vision & Values"
"Newport News Shipbuilding, A Division of HII",null
South Carolina State University,null
American River College,null
Stanford University School of Medicine,"""Stanford University Mission, Vision & Values Stanford University Mission Statement Stanford University's Founding Grant states the university’s objective is “to qualify its students for personal success, and direct usefulness in life” and its purpose “to promote the public welfare by exercising an influence on behalf of humanity and civilization."""" We solve some of the world's most complex problems through the application of research findings and we educate the leaders of the future.Stanford University Vision Statement Fueled by optimism"
Notre Dame of Maryland University,null
ICF,"ICF Mission, Vision & ValuesICF Mission Statement To use our ingenuity, creativity, and diverse perspectives to solve our clients' toughest challenges.ICF Vision Statement We will expand our reach, offerings and influence. This will provide meaningful opportunities for our people.  We will remain a vibrant and growing enterprise.ICF Values Interact with integrity Challenge assumptions Bring your passion Work together Embrace differences Be greater thanICF Mission, Vision & Values"
